Fecha,Determinacion
04/04/07,10.9976
05/04/07,NA
06/04/07,NA
07/04/07,NA
08/04/07,NA
09/04/07,10.9705
10/04/07,11.0126
11/04/07,10.984
12/04/07,11.0135
13/04/07,10.9917
14/04/07,NA
15/04/07,NA
16/04/07,10.9856
17/04/07,10.9911
18/04/07,10.992
19/04/07,11.0048
20/04/07,10.979
21/04/07,NA
22/04/07,NA
23/04/07,10.9637
24/04/07,11.0053
25/04/07,10.9369
26/04/07,10.9312
27/04/07,10.9305
28/04/07,NA
29/04/07,NA
30/04/07,10.9278
01/05/07,NA
02/05/07,10.9262
03/05/07,10.902
04/05/07,10.8852
05/05/07,NA
06/05/07,NA
07/05/07,10.8558
08/05/07,10.8513
09/05/07,10.8269
10/05/07,10.8178
11/05/07,10.8148
12/05/07,NA
13/05/07,NA
14/05/07,10.7987
15/05/07,10.8032
16/05/07,10.7905
17/05/07,10.8033
18/05/07,10.8223
19/05/07,NA
20/05/07,NA
21/05/07,10.7963
22/05/07,10.7598
23/05/07,10.7688
24/05/07,10.8354
25/05/07,10.7803
26/05/07,NA
27/05/07,NA
28/05/07,10.7788
29/05/07,10.7873
30/05/07,10.818
31/05/07,10.7445
01/06/07,10.7131
02/06/07,NA
03/06/07,NA
04/06/07,10.7441
05/06/07,10.7809
06/06/07,10.845
07/06/07,10.9043
08/06/07,10.9702
09/06/07,NA
10/06/07,NA
11/06/07,10.9307
12/06/07,10.9331
13/06/07,10.9538
14/06/07,10.9012
15/06/07,10.8148
16/06/07,NA
17/06/07,NA
18/06/07,10.776
19/06/07,10.7494
20/06/07,10.7713
21/06/07,10.8266
22/06/07,10.808
23/06/07,NA
24/06/07,NA
25/06/07,10.8189
26/06/07,10.8398
27/06/07,10.8661
28/06/07,10.7926
29/06/07,10.7946
30/06/07,NA
01/07/07,NA
02/07/07,10.7697
03/07/07,10.7698
04/07/07,10.76
05/07/07,10.7936
06/07/07,10.7828
07/07/07,NA
08/07/07,NA
09/07/07,10.7531
10/07/07,10.7917
11/07/07,10.8248
12/07/07,10.7799
13/07/07,10.7608
14/07/07,NA
15/07/07,NA
16/07/07,10.7653
17/07/07,10.7628
18/07/07,10.752
19/07/07,10.7207
20/07/07,10.7843
21/07/07,NA
22/07/07,NA
23/07/07,10.764
24/07/07,10.7846
25/07/07,10.8712
26/07/07,10.9436
27/07/07,10.9973
28/07/07,NA
29/07/07,NA
30/07/07,10.9812
31/07/07,10.9273
01/08/07,10.9663
02/08/07,10.9402
03/08/07,10.9677
04/08/07,NA
05/08/07,NA
06/08/07,10.9886
07/08/07,10.9613
08/08/07,10.9209
09/08/07,10.9832
10/08/07,11.0173
11/08/07,NA
12/08/07,NA
13/08/07,10.9915
14/08/07,11.0549
15/08/07,11.1148
16/08/07,11.2676
17/08/07,11.1259
18/08/07,NA
19/08/07,NA
20/08/07,11.1053
21/08/07,11.1213
22/08/07,11.0736
23/08/07,11.0489
24/08/07,11.0413
25/08/07,NA
26/08/07,NA
27/08/07,11.0382
28/08/07,11.092
29/08/07,11.1062
30/08/07,11.0848
31/08/07,11.0378
01/09/07,NA
02/09/07,NA
03/09/07,11.0169
04/09/07,11.0265
05/09/07,11.0848
06/09/07,11.0658
07/09/07,11.1227
08/09/07,NA
09/09/07,NA
10/09/07,11.1407
11/09/07,11.1057
12/09/07,11.072
13/09/07,11.0743
14/09/07,11.111
15/09/07,NA
16/09/07,NA
17/09/07,11.1471
18/09/07,11.0959
19/09/07,10.9871
20/09/07,10.9687
21/09/07,10.9517
22/09/07,NA
23/09/07,NA
24/09/07,10.9391
25/09/07,10.9438
26/09/07,10.9243
27/09/07,10.9203
28/09/07,10.9315
29/09/07,NA
30/09/07,NA
01/10/07,10.9224
02/10/07,10.921
03/10/07,10.8685
04/10/07,10.8963
05/10/07,10.8557
06/10/07,NA
07/10/07,NA
08/10/07,10.8589
09/10/07,10.8379
10/10/07,10.8383
11/10/07,10.8101
12/10/07,10.8252
13/10/07,NA
14/10/07,NA
15/10/07,10.8133
16/10/07,10.8418
17/10/07,10.8181
18/10/07,10.8133
19/10/07,10.7976
20/10/07,NA
21/10/07,NA
22/10/07,10.8404
23/10/07,10.824
24/10/07,10.8348
25/10/07,10.8291
26/10/07,10.7523
27/10/07,NA
28/10/07,NA
29/10/07,10.7112
30/10/07,10.7198
31/10/07,10.7023
01/11/07,10.6639
02/11/07,NA
03/11/07,NA
04/11/07,NA
05/11/07,10.7308
06/11/07,10.7046
07/11/07,10.7435
08/11/07,10.8108
09/11/07,10.8808
10/11/07,NA
11/11/07,NA
12/11/07,10.9378
13/11/07,10.8941
14/11/07,10.8685
15/11/07,10.9145
16/11/07,10.9353
17/11/07,NA
18/11/07,NA
19/11/07,NA
20/11/07,10.9687
21/11/07,11.0037
22/11/07,10.979
23/11/07,10.9733
24/11/07,NA
25/11/07,NA
26/11/07,10.981
27/11/07,10.9695
28/11/07,10.9345
29/11/07,10.9417
30/11/07,10.8968
01/12/07,NA
02/12/07,NA
03/12/07,10.9124
04/12/07,10.9059
05/12/07,10.8592
06/12/07,10.8367
07/12/07,10.8128
08/12/07,NA
09/12/07,NA
10/12/07,10.8185
11/12/07,10.8025
12/12/07,NA
13/12/07,10.8376
14/12/07,10.8249
15/12/07,NA
16/12/07,NA
17/12/07,10.846
18/12/07,10.8553
19/12/07,10.8412
20/12/07,10.8363
21/12/07,10.8203
22/12/07,NA
23/12/07,NA
24/12/07,10.8132
25/12/07,NA
26/12/07,10.8105
27/12/07,10.8662
28/12/07,10.9043
29/12/07,NA
30/12/07,NA
31/12/07,10.9157
01/01/08,NA
02/01/08,10.8972
03/01/08,10.8842
04/01/08,10.9277
05/01/08,NA
06/01/08,NA
07/01/08,10.9208
08/01/08,10.885
09/01/08,10.962
10/01/08,10.9572
11/01/08,10.9318
12/01/08,NA
13/01/08,NA
14/01/08,10.914
15/01/08,10.9203
16/01/08,10.9458
17/01/08,10.9445
18/01/08,10.9235
19/01/08,NA
20/01/08,NA
21/01/08,10.9813
22/01/08,10.9232
23/01/08,10.9522
24/01/08,10.8934
25/01/08,10.8698
26/01/08,NA
27/01/08,NA
28/01/08,10.8784
29/01/08,10.8444
30/01/08,10.8374
31/01/08,10.8262
01/02/08,10.8138
02/02/08,NA
03/02/08,NA
04/02/08,NA
05/02/08,10.8289
06/02/08,10.8227
07/02/08,10.804
08/02/08,10.7575
09/02/08,NA
10/02/08,NA
11/02/08,10.7736
12/02/08,10.7465
13/02/08,10.7509
14/02/08,10.7413
15/02/08,10.7653
16/02/08,NA
17/02/08,NA
18/02/08,10.735
19/02/08,10.7489
20/02/08,10.7939
21/02/08,10.798
22/02/08,10.7818
23/02/08,NA
24/02/08,NA
25/02/08,10.7855
26/02/08,10.743
27/02/08,10.7344
28/02/08,10.6813
29/02/08,10.7243
01/03/08,NA
02/03/08,NA
03/03/08,10.7046
04/03/08,10.7098
05/03/08,10.6978
06/03/08,10.7649
07/03/08,10.8383
08/03/08,NA
09/03/08,NA
10/03/08,10.8478
11/03/08,10.7965
12/03/08,10.7735
13/03/08,10.7778
14/03/08,10.7613
15/03/08,NA
16/03/08,NA
17/03/08,NA
18/03/08,10.704
19/03/08,10.6944
20/03/08,NA
21/03/08,NA
22/03/08,NA
23/03/08,NA
24/03/08,10.6748
25/03/08,10.6793
26/03/08,10.6957
27/03/08,10.6962
28/03/08,10.6987
29/03/08,NA
30/03/08,NA
31/03/08,10.6482
01/04/08,10.5985
02/04/08,10.5557
03/04/08,10.5644
04/04/08,10.559
05/04/08,NA
06/04/08,NA
07/04/08,10.5395
08/04/08,10.561
09/04/08,10.5552
10/04/08,10.5503
11/04/08,10.5337
12/04/08,NA
13/04/08,NA
14/04/08,10.4919
15/04/08,10.4843
16/04/08,10.4579
17/04/08,10.4828
18/04/08,10.461
19/04/08,NA
20/04/08,NA
21/04/08,10.5223
22/04/08,10.5181
23/04/08,10.4868
24/04/08,10.462
25/04/08,10.4702
26/04/08,NA
27/04/08,NA
28/04/08,10.4464
29/04/08,10.5272
30/04/08,10.5095
01/05/08,NA
02/05/08,10.4585
03/05/08,NA
04/05/08,NA
05/05/08,10.4687
06/05/08,10.4937
07/05/08,10.539
08/05/08,10.5465
09/05/08,10.5666
10/05/08,NA
11/05/08,NA
12/05/08,10.5058
13/05/08,10.4835
14/05/08,10.4884
15/05/08,10.4769
16/05/08,10.4266
17/05/08,NA
18/05/08,NA
19/05/08,10.3792
20/05/08,10.4002
21/05/08,10.3644
22/05/08,10.381
23/05/08,10.4
24/05/08,NA
25/05/08,NA
26/05/08,10.3848
27/05/08,10.3925
28/05/08,10.3447
29/05/08,10.3066
30/05/08,10.3306
31/05/08,NA
01/06/08,NA
02/06/08,10.3417
03/06/08,10.2992
04/06/08,10.3211
05/06/08,10.3108
06/06/08,10.3582
07/06/08,NA
08/06/08,NA
09/06/08,10.362
10/06/08,10.3847
11/06/08,10.4268
12/06/08,10.395
13/06/08,10.3655
14/06/08,NA
15/06/08,NA
16/06/08,10.3399
17/06/08,10.3153
18/06/08,10.2935
19/06/08,10.3156
20/06/08,10.2753
21/06/08,NA
22/06/08,NA
23/06/08,10.3032
24/06/08,10.318
25/06/08,10.2938
26/06/08,10.2841
27/06/08,10.3028
28/06/08,NA
29/06/08,NA
30/06/08,10.3069
01/07/08,10.3908
02/07/08,10.3722
03/07/08,10.3692
04/07/08,10.3411
05/07/08,NA
06/07/08,NA
07/07/08,10.3263
08/07/08,10.3363
09/07/08,10.2993
10/07/08,10.3076
11/07/08,10.312
12/07/08,NA
13/07/08,NA
14/07/08,10.2925
15/07/08,10.3229
16/07/08,10.2608
17/07/08,10.2311
18/07/08,10.2047
19/07/08,NA
20/07/08,NA
21/07/08,10.1708
22/07/08,10.1178
23/07/08,10.0552
24/07/08,10.0264
25/07/08,10.019
26/07/08,NA
27/07/08,NA
28/07/08,10.0706
29/07/08,10.061
30/07/08,10.034
31/07/08,10.0353
01/08/08,9.9705
02/08/08,NA
03/08/08,NA
04/08/08,9.9335
05/08/08,9.918
06/08/08,9.9485
07/08/08,9.9877
08/08/08,10.1305
09/08/08,NA
10/08/08,NA
11/08/08,10.1295
12/08/08,10.159
13/08/08,10.1968
14/08/08,10.1586
15/08/08,10.1966
16/08/08,NA
17/08/08,NA
18/08/08,10.1395
19/08/08,10.1867
20/08/08,10.1343
21/08/08,10.1106
22/08/08,10.0991
23/08/08,NA
24/08/08,NA
25/08/08,10.1183
26/08/08,10.173
27/08/08,10.1421
28/08/08,10.1822
29/08/08,10.2847
30/08/08,NA
31/08/08,NA
01/09/08,10.3423
02/09/08,10.3781
03/09/08,10.3852
04/09/08,10.4658
05/09/08,10.5143
06/09/08,NA
07/09/08,NA
08/09/08,10.481
09/09/08,10.5013
10/09/08,10.5862
11/09/08,10.6745
12/09/08,10.5828
13/09/08,NA
14/09/08,NA
15/09/08,10.7054
16/09/08,NA
17/09/08,10.8702
18/09/08,10.8365
19/09/08,10.6133
20/09/08,NA
21/09/08,NA
22/09/08,10.5879
23/09/08,10.7264
24/09/08,10.7879
25/09/08,10.7653
26/09/08,10.7919
27/09/08,NA
28/09/08,NA
29/09/08,10.9397
30/09/08,10.9814
01/10/08,10.9811
02/10/08,11.1296
03/10/08,11.1188
04/10/08,NA
05/10/08,NA
06/10/08,11.7667
07/10/08,12.1196
08/10/08,13.0417
09/10/08,12.4433
10/10/08,13.0867
11/10/08,NA
12/10/08,NA
13/10/08,12.3743
14/10/08,12.345
15/10/08,12.7192
16/10/08,13.0633
17/10/08,12.8475
18/10/08,NA
19/10/08,NA
20/10/08,12.7617
21/10/08,13.1233
22/10/08,13.5592
23/10/08,13.5025
24/10/08,13.4
25/10/08,NA
26/10/08,NA
27/10/08,13.3083
28/10/08,13.3692
29/10/08,12.9142
30/10/08,12.8342
31/10/08,12.7125
01/11/08,NA
02/11/08,NA
03/11/08,12.7875
04/11/08,12.4862
05/11/08,12.6042
06/11/08,12.95
07/11/08,12.8392
08/11/08,NA
09/11/08,NA
10/11/08,12.785
11/11/08,12.9892
12/11/08,13.0875
13/11/08,13.1663
14/11/08,13.0242
15/11/08,NA
16/11/08,NA
17/11/08,NA
18/11/08,13.195
19/11/08,13.18
20/11/08,13.5758
21/11/08,13.9183
22/11/08,NA
23/11/08,NA
24/11/08,13.4958
25/11/08,13.3142
26/11/08,13.2117
27/11/08,13.2325
28/11/08,13.3225
29/11/08,NA
30/11/08,NA
01/12/08,13.58
02/12/08,13.53
03/12/08,13.5996
04/12/08,13.5358
05/12/08,13.7567
06/12/08,NA
07/12/08,NA
08/12/08,13.4597
09/12/08,13.4921
10/12/08,13.4722
11/12/08,13.1821
12/12/08,NA
13/12/08,NA
14/12/08,NA
15/12/08,13.3317
16/12/08,13.2717
17/12/08,13.1275
18/12/08,13.215
19/12/08,13.1197
20/12/08,NA
21/12/08,NA
22/12/08,13.1742
23/12/08,13.2175
24/12/08,13.3114
25/12/08,NA
26/12/08,13.3538
27/12/08,NA
28/12/08,NA
29/12/08,13.5383
30/12/08,13.7738
31/12/08,13.8325
01/01/09,NA
02/01/09,13.7678
03/01/09,NA
04/01/09,NA
05/01/09,13.5507
06/01/09,13.3458
07/01/09,13.4136
08/01/09,13.5045
09/01/09,13.7008
10/01/09,NA
11/01/09,NA
12/01/09,13.7608
13/01/09,13.839
14/01/09,14.1083
15/01/09,14.2192
16/01/09,13.9058
17/01/09,NA
18/01/09,NA
19/01/09,13.9777
20/01/09,13.9382
21/01/09,13.9145
22/01/09,13.9325
23/01/09,14.095
24/01/09,NA
25/01/09,NA
26/01/09,13.9342
27/01/09,14.1675
28/01/09,14.1513
29/01/09,14.1975
30/01/09,14.3097
31/01/09,NA
01/02/09,NA
02/02/09,NA
03/02/09,14.5404
04/02/09,14.4667
05/02/09,14.2945
06/02/09,14.1778
07/02/09,NA
08/02/09,NA
09/02/09,14.1392
10/02/09,14.3575
11/02/09,14.5313
12/02/09,14.6013
13/02/09,14.4326
14/02/09,NA
15/02/09,NA
16/02/09,14.5288
17/02/09,14.6118
18/02/09,14.6725
19/02/09,14.5505
20/02/09,14.8163
21/02/09,NA
22/02/09,NA
23/02/09,14.8528
24/02/09,14.8327
25/02/09,14.9275
26/02/09,14.9322
27/02/09,15.0698
28/02/09,NA
01/03/09,NA
02/03/09,15.365
03/03/09,15.3372
04/03/09,15.2178
05/03/09,15.2855
06/03/09,15.2633
07/03/09,NA
08/03/09,NA
09/03/09,15.3517
10/03/09,15.3142
11/03/09,15.1145
12/03/09,14.9083
13/03/09,14.569
14/03/09,NA
15/03/09,NA
16/03/09,NA
17/03/09,14.0502
18/03/09,14.1457
19/03/09,14.08
20/03/09,14.148
21/03/09,NA
22/03/09,NA
23/03/09,14.3204
24/03/09,14.2683
25/03/09,14.2358
26/03/09,14.2163
27/03/09,14.3317
28/03/09,NA
29/03/09,NA
30/03/09,14.3855
31/03/09,14.1517
01/04/09,13.9108
02/04/09,13.7924
03/04/09,13.6137
04/04/09,NA
05/04/09,NA
06/04/09,13.6325
07/04/09,13.5712
08/04/09,13.3648
09/04/09,NA
10/04/09,NA
11/04/09,NA
12/04/09,NA
13/04/09,13.0914
14/04/09,13.086
15/04/09,13.1683
16/04/09,13.0511
17/04/09,13.1558
18/04/09,NA
19/04/09,NA
20/04/09,13.32
21/04/09,13.175
22/04/09,13.1457
23/04/09,13.3099
24/04/09,13.2318
25/04/09,NA
26/04/09,NA
27/04/09,13.755
28/04/09,13.8667
29/04/09,13.6485
30/04/09,13.8443
01/05/09,NA
02/05/09,NA
03/05/09,NA
04/05/09,13.35
05/05/09,13.2242
06/05/09,13.2268
07/05/09,13.1103
08/05/09,13.1067
09/05/09,NA
10/05/09,NA
11/05/09,13.1008
12/05/09,13.2208
13/05/09,13.3177
14/05/09,13.2983
15/05/09,13.2058
16/05/09,NA
17/05/09,NA
18/05/09,13.1363
19/05/09,12.968
20/05/09,12.8695
21/05/09,13.103
22/05/09,13.1728
23/05/09,NA
24/05/09,NA
25/05/09,13.1375
26/05/09,13.1338
27/05/09,13.159
28/05/09,13.2337
29/05/09,13.1667
30/05/09,NA
31/05/09,NA
01/06/09,13.155
02/06/09,13.2609
03/06/09,13.3172
04/06/09,13.2675
05/06/09,13.2768
06/06/09,NA
07/06/09,NA
08/06/09,13.45
09/06/09,13.4793
10/06/09,13.6507
11/06/09,13.4581
12/06/09,13.3997
13/06/09,NA
14/06/09,NA
15/06/09,13.4523
16/06/09,13.3525
17/06/09,13.4698
18/06/09,13.3694
19/06/09,13.3248
20/06/09,NA
21/06/09,NA
22/06/09,13.3782
23/06/09,13.3187
24/06/09,13.3051
25/06/09,13.2778
26/06/09,13.2023
27/06/09,NA
28/06/09,NA
29/06/09,13.1812
30/06/09,13.1722
01/07/09,13.0972
02/07/09,13.1695
03/07/09,13.2428
04/07/09,NA
05/07/09,NA
06/07/09,13.2547
07/07/09,13.2724
08/07/09,13.4333
09/07/09,13.5758
10/07/09,13.7052
11/07/09,NA
12/07/09,NA
13/07/09,13.8105
14/07/09,13.7645
15/07/09,13.6526
16/07/09,13.587
17/07/09,13.3895
18/07/09,NA
19/07/09,NA
20/07/09,13.3158
21/07/09,13.2879
22/07/09,13.2312
23/07/09,13.1915
24/07/09,13.2247
25/07/09,NA
26/07/09,NA
27/07/09,13.2167
28/07/09,13.2825
29/07/09,13.2643
30/07/09,13.2223
31/07/09,13.2125
01/08/09,NA
02/08/09,NA
03/08/09,13.1293
04/08/09,13.1073
05/08/09,13.105
06/08/09,12.9926
07/08/09,12.9349
08/08/09,NA
09/08/09,NA
10/08/09,12.922
11/08/09,12.9937
12/08/09,12.997
13/08/09,12.8658
14/08/09,12.8766
15/08/09,NA
16/08/09,NA
17/08/09,12.9963
18/08/09,12.9555
19/08/09,12.9159
20/08/09,12.8733
21/08/09,12.8227
22/08/09,NA
23/08/09,NA
24/08/09,12.8274
25/08/09,12.8975
26/08/09,13.1378
27/08/09,13.2462
28/08/09,13.2579
29/08/09,NA
30/08/09,NA
31/08/09,13.314
01/09/09,13.5246
02/09/09,13.6427
03/09/09,13.5898
04/09/09,13.4658
05/09/09,NA
06/09/09,NA
07/09/09,13.3646
08/09/09,13.2826
09/09/09,13.3923
10/09/09,13.4582
11/09/09,13.3432
12/09/09,NA
13/09/09,NA
14/09/09,13.3892
15/09/09,13.3475
16/09/09,NA
17/09/09,13.23
18/09/09,13.2413
19/09/09,NA
